id,year,loan_limit,gender,approv_in_adv,loan_type,loan_purpose,credit_worthiness,open_credit,business_or_commercial,loan_amount,rate_of_interest,interest_rate_spread,upfront_charges,term,neg_ammortization,interest_only,lump_sum_payment,property_value,construction_type,occupancy_type,secured_by,total_units,income,credit_type,credit_score,co-applicant_credit_type,age,submission_of_application,ltv,region,security_type,status,dtir1
100796,2019,cf,sex not available,nopre,type1,p3,l2,nopc,nob/c,116500,4.5,1.2281,3526.25,180.0,not_neg,not_int,not_lpsm,158000.0,sb,ir,home,1u,5040.0,crif,759,exp,55-64,to_inst,73.73417722,south,direct,0,44.0
56755,2019,cf,sex not available,nopre,type1,p3,l1,nopc,nob/c,456500,3.875,0.3934,14930.0,300.0,not_neg,not_int,not_lpsm,708000.0,sb,pr,home,1u,5940.0,exp,728,exp,65-74,to_inst,64.47740113,south,direct,0,38.0
143175,2019,ncf,joint,pre,type3,p4,l1,nopc,nob/c,766500,3.99,0.3858,2555.5550000000003,360.0,not_neg,not_int,not_lpsm,418000.0,sb,pr,home,1u,9540.0,equi,807,exp,65-74,not_inst,75.11160714,north,direct,1,39.0
53382,2019,cf,male,nopre,type1,p4,l1,nopc,nob/c,476500,3.625,-0.0607,5982.28,360.0,not_neg,not_int,not_lpsm,608000.0,sb,pr,home,1u,10500.0,crif,550,cib,25-34,not_inst,78.37171053,south,direct,0,42.0
52966,2019,cf,joint,nopre,type1,p1,l1,nopc,nob/c,456500,4.375,-0.1882,575.0,360.0,not_neg,not_int,not_lpsm,1208000.0,sb,pr,home,1u,88680.0,cib,725,exp,45-54,not_inst,37.7897351,north,direct,0,8.0
173371,2019,cf,sex not available,pre,type1,p3,l1,nopc,nob/c,186500,3.99,1.195,4952.98,180.0,not_neg,not_int,not_lpsm,268000.0,sb,pr,home,1u,5820.0,cib,768,cib,45-54,to_inst,69.58955224,south,direct,0,31.0
146512,2019,cf,male,nopre,type1,p4,l1,nopc,nob/c,466500,3.625,0.4155,231.6,240.0,not_neg,not_int,not_lpsm,798000.0,sb,pr,home,1u,8340.0,exp,647,cib,35-44,not_inst,58.45864662,south,direct,0,36.0
108821,2019,cf,female,nopre,type1,p4,l1,nopc,nob/c,696500,4.5,0.3634,4007.42,360.0,not_neg,not_int,not_lpsm,788000.0,sb,pr,home,1u,10080.0,crif,849,cib,35-44,not_inst,88.38832487,south,direct,0,33.0
34372,2019,cf,male,nopre,type1,p4,l1,nopc,nob/c,206500,3.75,0.1477,4020.0,360.0,not_neg,not_int,not_lpsm,288000.0,sb,pr,home,1u,6420.0,crif,519,cib,35-44,not_inst,71.70138889,north,direct,0,7.0
157854,2019,cf,sex not available,nopre,type1,p3,l1,nopc,nob/c,76500,3.99,0.3858,2555.5550000000003,360.0,not_neg,not_int,not_lpsm,148000.0,sb,pr,home,1u,1620.0,exp,875,cib,25-34,to_inst,51.68918919,south,direct,1,48.0
125748,2019,cf,sex not available,nopre,type3,p4,l1,nopc,nob/c,146500,3.99,0.3858,2555.5550000000003,300.0,not_neg,not_int,not_lpsm,168000.0,sb,pr,home,1u,5820.0,exp,634,cib,>74,to_inst,87.20238095,south,direct,1,39.0
126348,2019,cf,female,nopre,type2,p3,l1,nopc,b/c,256500,4.25,0.9888,6315.63,360.0,not_neg,not_int,not_lpsm,308000.0,sb,pr,home,1u,8100.0,crif,871,exp,55-64,to_inst,83.27922078,north,direct,0,8.0
154590,2019,cf,sex not available,nopre,type1,p3,l1,nopc,nob/c,166500,3.99,0.3858,2555.5550000000003,360.0,not_neg,int_only,not_lpsm,188000.0,sb,pr,home,1u,1500.0,cib,845,cib,55-64,to_inst,88.56382979,south,direct,1,52.0
94485,2019,cf,joint,nopre,type1,p3,l1,nopc,nob/c,246500,3.375,-0.0557,6950.0,360.0,not_neg,int_only,not_lpsm,358000.0,sb,pr,home,1u,3540.0,crif,829,exp,45-54,to_inst,68.8547486,north,direct,0,61.0
71116,2019,cf,joint,nopre,type1,p3,l1,nopc,nob/c,556500,3.99,0.3858,2555.5550000000003,360.0,not_neg,not_int,not_lpsm,738000.0,sb,pr,home,1u,6600.0,cib,771,exp,>74,to_inst,75.40650407,north,direct,1,61.0
127501,2019,cf,male,nopre,type1,p3,l1,nopc,nob/c,156500,4.75,0.4825,3030.0,360.0,not_neg,not_int,not_lpsm,188000.0,sb,pr,home,1u,2460.0,cib,893,cib,>74,to_inst,83.24468085,north,direct,0,39.0
65866,2019,cf,female,pre,type1,p1,l1,nopc,nob/c,126500,4.75,0.549,0.0,360.0,neg_amm,not_int,not_lpsm,148000.0,sb,pr,home,1u,2820.0,exp,598,cib,55-64,not_inst,85.47297297,central,direct,0,40.0
169105,2019,cf,sex not available,nopre,type1,p3,l1,nopc,nob/c,486500,3.875,0.3015,8495.0,360.0,not_neg,not_int,not_lpsm,908000.0,sb,pr,home,1u,7260.0,exp,610,cib,65-74,to_inst,53.57929515,south,direct,0,49.0
132157,2019,cf,male,pre,type2,p1,l1,nopc,b/c,356500,4.5,1.378,1224.0,360.0,not_neg,not_int,not_lpsm,368000.0,sb,pr,home,1u,7320.0,crif,774,cib,35-44,to_inst,96.875,north,direct,0,41.0
34456,2019,cf,joint,nopre,type2,p1,l1,nopc,b/c,366500,2.75,-0.0532,3171.12,360.0,not_neg,not_int,not_lpsm,368000.0,sb,pr,home,1u,5520.0,cib,514,exp,25-34,not_inst,99.5923913,north,direct,0,41.0
88902,2019,cf,male,nopre,type1,p3,l1,nopc,nob/c,346500,3.875,0.0825,12041.77,360.0,not_neg,not_int,not_lpsm,608000.0,sb,pr,home,1u,3540.0,exp,813,cib,45-54,to_inst,56.99013158,south,direct,0,45.0
104194,2019,cf,female,nopre,type1,p4,l1,nopc,nob/c,396500,4.25,0.7978,6702.34,360.0,not_neg,not_int,not_lpsm,448000.0,sb,pr,home,1u,6900.0,exp,760,exp,65-74,to_inst,88.50446429,north,direct,0,45.0
103703,2019,ncf,joint,pre,type1,p1,l1,nopc,nob/c,416500,4.5,0.8556,6167.94,360.0,not_neg,not_int,not_lpsm,438000.0,sb,pr,home,1u,13080.0,crif,735,exp,45-54,to_inst,95.0913242,north,direct,0,36.0
157039,2019,cf,male,nopre,type1,p1,l1,nopc,nob/c,256500,3.5,-0.0269,6575.77,360.0,not_neg,not_int,not_lpsm,358000.0,sb,pr,home,1u,2880.0,cib,630,cib,45-54,to_inst,71.64804469,north,direct,0,45.0
57912,2019,cf,male,nopre,type1,p4,l1,nopc,nob/c,126500,3.99,0.4654,3396.25,360.0,not_neg,not_int,not_lpsm,218000.0,sb,pr,home,1u,2940.0,cib,718,cib,>74,to_inst,58.02752294,north,direct,0,21.0
108840,2019,cf,sex not available,nopre,type1,p3,l1,nopc,nob/c,126500,4.25,1.2753,3657.5,180.0,not_neg,not_int,not_lpsm,198000.0,sb,pr,home,1u,4200.0,cib,626,cib,55-64,to_inst,63.88888889,south,direct,0,37.0
127620,2019,cf,sex not available,pre,type1,p4,l1,nopc,nob/c,406500,4.125,0.5352,0.0,360.0,not_neg,not_int,not_lpsm,538000.0,sb,pr,home,1u,5400.0,crif,805,cib,55-64,not_inst,75.55762082,north,direct,0,41.0
128049,2019,ncf,joint,nopre,type2,p3,l1,nopc,b/c,576500,3.99,0.3858,2555.5550000000003,360.0,not_neg,not_int,not_lpsm,688000.0,sb,pr,home,1u,9060.0,crif,545,exp,45-54,not_inst,83.79360465,north,direct,1,41.0
172833,2019,cf,sex not available,nopre,type2,p3,l1,nopc,b/c,276500,3.99,1.1191,2204.0,360.0,not_neg,not_int,not_lpsm,338000.0,sb,pr,home,1u,7680.0,cib,704,cib,45-54,to_inst,81.80473373,south,direct,0,37.0
125433,2019,cf,joint,nopre,type1,p4,l1,nopc,nob/c,336500,3.75,0.2905,4224.13,360.0,not_neg,not_int,not_lpsm,578000.0,sb,pr,home,1u,3840.0,cib,781,exp,65-74,to_inst,58.21799308,north,direct,0,43.0
35869,2019,cf,female,nopre,type1,p3,l1,nopc,nob/c,76500,3.99,0.3858,2555.5550000000003,360.0,neg_amm,not_int,not_lpsm,138000.0,sb,pr,home,1u,3180.0,crif,708,cib,>74,to_inst,55.43478261,north,direct,1,28.0
111250,2019,cf,female,nopre,type2,p1,l1,nopc,b/c,96500,3.99,0.3858,2555.5550000000003,360.0,not_neg,not_int,not_lpsm,108000.0,sb,pr,home,1u,2280.0,cib,542,cib,45-54,to_inst,89.35185185,south,direct,1,43.0
76151,2019,ncf,joint,nopre,type1,p4,l1,nopc,nob/c,446500,3.75,0.3625,1393.53,360.0,not_neg,not_int,not_lpsm,488000.0,sb,pr,home,1u,8700.0,crif,618,exp,35-44,not_inst,91.49590164,south,direct,0,44.0
73001,2019,cf,joint,nopre,type1,p4,l1,nopc,nob/c,236500,3.25,-0.4116,1254.41,360.0,not_neg,not_int,not_lpsm,608000.0,sb,pr,home,1u,3900.0,cib,673,exp,55-64,not_inst,38.89802632,north,direct,0,46.0
103894,2019,cf,male,nopre,type1,p1,l1,nopc,nob/c,246500,3.99,0.3858,2555.5550000000003,360.0,neg_amm,not_int,not_lpsm,418000.0,sb,pr,home,1u,3000.0,equi,602,exp,25-34,to_inst,75.11160714,north,direct,1,39.0
70501,2019,cf,sex not available,nopre,type1,p3,l1,nopc,nob/c,686500,4.625,1.3181,21457.5,360.0,not_neg,not_int,not_lpsm,868000.0,sb,pr,home,1u,16200.0,exp,882,exp,45-54,to_inst,79.08986175,south,direct,0,31.0
122844,2019,cf,joint,nopre,type3,p3,l1,nopc,nob/c,326500,3.375,0.1902,3200.0,240.0,not_neg,not_int,not_lpsm,388000.0,sb,pr,home,1u,15300.0,cib,558,exp,45-54,not_inst,84.14948454,south,direct,0,11.0
57768,2019,cf,sex not available,pre,type1,p1,l1,nopc,nob/c,536500,4.125,0.3559,4529.88,360.0,not_neg,not_int,not_lpsm,758000.0,sb,pr,home,1u,27240.0,cib,838,exp,35-44,to_inst,70.77836412,south,direct,0,19.0
69380,2019,cf,male,nopre,type1,p4,l1,nopc,nob/c,386500,3.875,0.2031,835.22,360.0,not_neg,not_int,not_lpsm,408000.0,sb,pr,home,1u,5400.0,crif,827,cib,25-34,not_inst,94.73039216,north,direct,0,37.0
58071,2019,cf,female,nopre,type1,p1,l1,nopc,nob/c,636500,4.375,0.0702,6200.0,360.0,not_neg,not_int,not_lpsm,798000.0,sb,pr,home,1u,7800.0,exp,701,cib,45-54,not_inst,79.76190476,north,direct,0,46.0
120881,2019,cf,sex not available,pre,type1,p1,l1,nopc,nob/c,46500,3.99,0.7105,2238.25,180.0,not_neg,not_int,not_lpsm,68000.0,sb,pr,home,1u,4140.0,crif,617,exp,<25,to_inst,68.38235294,south,direct,0,37.0
157780,2019,cf,sex not available,nopre,type1,p4,l2,nopc,nob/c,456500,3.99,0.493,2332.48,180.0,not_neg,not_int,not_lpsm,578000.0,sb,pr,home,1u,16620.0,cib,804,exp,55-64,to_inst,78.97923875,south,direct,0,42.0
27614,2019,cf,female,nopre,type1,p4,l1,nopc,nob/c,246500,3.99,0.5724,750.0,324.0,not_neg,not_int,not_lpsm,258000.0,sb,pr,home,1u,4920.0,exp,545,cib,45-54,to_inst,95.54263566,north,direct,0,39.0
82031,2019,cf,male,nopre,type1,p3,l1,nopc,nob/c,186500,5.125,1.3159,5394.4,360.0,not_neg,not_int,not_lpsm,258000.0,sb,pr,home,1u,3480.0,cib,787,cib,45-54,to_inst,72.28682171,north,direct,0,44.0
34956,2019,ncf,joint,pre,type1,p4,l1,nopc,nob/c,866500,3.99,0.3858,2555.5550000000003,360.0,not_neg,not_int,not_lpsm,1108000.0,sb,pr,home,1u,6840.0,cib,806,exp,55-64,to_inst,78.20397112,south,direct,1,49.0
29047,2019,cf,female,nopre,type1,p3,l1,nopc,nob/c,126500,3.99,0.3858,2555.5550000000003,300.0,not_neg,not_int,not_lpsm,418000.0,sb,pr,home,1u,1740.0,equi,756,exp,>74,to_inst,75.11160714,north,direct,1,39.0
140268,2019,cf,joint,nopre,type1,p2,l2,nopc,nob/c,136500,4.375,0.9727,1190.0,360.0,not_neg,not_int,not_lpsm,388000.0,sb,pr,home,1u,2460.0,exp,810,exp,45-54,to_inst,35.18041237,north,direct,0,41.0
152841,2019,ncf,joint,nopre,type1,p4,l1,nopc,nob/c,1316500,3.99,0.3858,2555.5550000000003,360.0,not_neg,not_int,lpsm,418000.0,sb,pr,home,1u,20340.0,equi,516,exp,>74,not_inst,75.11160714,north,direct,1,39.0
159330,2019,cf,male,pre,type3,p1,l2,nopc,nob/c,96500,4.5,1.0806,1736.29,360.0,not_neg,not_int,not_lpsm,108000.0,sb,pr,home,1u,1680.0,exp,634,cib,35-44,to_inst,89.35185185,north,direct,0,39.0
117132,2019,cf,female,nopre,type1,p4,l1,nopc,nob/c,726500,3.75,0.1362,227.04,360.0,not_neg,not_int,not_lpsm,1098000.0,sb,pr,home,1u,10800.0,crif,814,cib,35-44,not_inst,66.16575592,south,direct,0,38.0
70275,2019,cf,sex not available,nopre,type1,p3,l2,nopc,nob/c,606500,4.125,0.3154,17750.0,360.0,not_neg,not_int,not_lpsm,1168000.0,sb,pr,home,1u,5820.0,cib,788,cib,35-44,to_inst,51.92636986,south,direct,0,44.0
106315,2019,cf,male,nopre,type1,p3,l1,nopc,nob/c,266500,4.125,0.4722,4377.8,360.0,neg_amm,not_int,not_lpsm,368000.0,sb,pr,home,1u,6120.0,cib,878,cib,35-44,not_inst,72.41847826,north,direct,0,25.0
150948,2019,cf,male,nopre,type1,p2,l1,nopc,nob/c,76500,5.5,1.2037,1825.0,360.0,not_neg,not_int,not_lpsm,468000.0,sb,pr,home,1u,1440.0,exp,598,cib,65-74,to_inst,16.34615385,south,direct,0,42.0
132123,2019,cf,male,nopre,type1,p4,l1,nopc,nob/c,286500,3.99,0.3858,2555.5550000000003,360.0,not_neg,not_int,not_lpsm,298000.0,sb,pr,home,1u,8400.0,exp,701,cib,45-54,to_inst,96.1409396,north,direct,1,31.0
43420,2019,cf,male,nopre,type1,p4,l1,nopc,nob/c,206500,3.75,0.7162,3012.95,240.0,not_neg,not_int,not_lpsm,348000.0,sb,pr,home,1u,3960.0,cib,595,cib,55-64,to_inst,59.33908046,south,direct,0,42.0
61447,2019,ncf,sex not available,nopre,type2,p3,l1,nopc,b/c,476500,4.125,0.7549,8272.14,360.0,not_neg,not_int,not_lpsm,578000.0,sb,pr,home,1u,10800.0,exp,695,exp,45-54,to_inst,82.43944637,south,direct,0,59.0
45862,2019,cf,sex not available,nopre,type1,p4,l1,nopc,nob/c,486500,3.75,0.2846,1150.0,180.0,not_neg,not_int,not_lpsm,578000.0,sb,pr,home,1u,18780.0,crif,553,exp,35-44,to_inst,84.16955017,south,direct,0,24.0
78559,2019,cf,joint,pre,type2,p3,l1,nopc,b/c,216500,3.99,0.3858,2555.5550000000003,360.0,not_neg,not_int,not_lpsm,258000.0,sb,pr,home,1u,5520.0,cib,709,exp,55-64,to_inst,83.91472868,central,direct,1,49.0
38757,2019,cf,female,nopre,type3,p3,l1,nopc,nob/c,416500,3.99,0.3858,2555.5550000000003,360.0,not_neg,int_only,not_lpsm,558000.0,sb,pr,home,1u,2880.0,exp,552,cib,65-74,to_inst,74.64157706,central,direct,1,51.0
140756,2019,ncf,male,nopre,type1,p3,l1,nopc,nob/c,316500,4.25,0.6955,9843.75,360.0,not_neg,not_int,not_lpsm,458000.0,sb,pr,home,1u,5940.0,exp,856,cib,45-54,to_inst,69.10480349,north,direct,0,29.0
135651,2019,cf,sex not available,nopre,type1,p3,l1,nopc,nob/c,656500,3.99,0.4802,19992.13,360.0,not_neg,not_int,not_lpsm,1028000.0,sb,pr,home,1u,12540.0,exp,599,exp,45-54,to_inst,63.8618677,south,direct,0,21.0
116807,2019,cf,female,nopre,type1,p4,l1,nopc,nob/c,136500,3.99,0.3858,2555.5550000000003,360.0,not_neg,not_int,not_lpsm,418000.0,sb,pr,home,1u,5880.0,equi,775,exp,35-44,to_inst,75.11160714,north,direct,1,39.0
88144,2019,cf,sex not available,nopre,type1,p3,l1,nopc,nob/c,276500,5.5,0.8672,0.0,360.0,not_neg,not_int,not_lpsm,368000.0,sb,pr,home,1u,4860.0,crif,629,cib,65-74,to_inst,75.13586957,south,direct,0,43.0
165576,2019,cf,male,nopre,type1,p1,l1,nopc,nob/c,726500,4.99,0.4189,0.0,360.0,not_neg,not_int,not_lpsm,1328000.0,sb,ir,home,1u,3000.0,exp,664,cib,55-64,not_inst,54.7063253,north,direct,0,44.0
159693,2019,cf,male,nopre,type1,p1,l1,nopc,nob/c,656500,4.5,0.3503,0.0,360.0,not_neg,not_int,not_lpsm,768000.0,sb,pr,home,1u,8460.0,crif,833,cib,25-34,not_inst,85.48177083,south,direct,0,42.0
124080,2019,cf,joint,nopre,type1,p4,l1,nopc,nob/c,636500,3.875,0.1485,0.0,360.0,not_neg,not_int,not_lpsm,1128000.0,sb,pr,home,1u,17040.0,exp,657,exp,35-44,not_inst,56.42730496,south,direct,0,29.0
87052,2019,cf,male,nopre,type1,p3,l1,nopc,nob/c,696500,3.99,0.3858,2555.5550000000003,360.0,not_neg,not_int,lpsm,1208000.0,sb,pr,home,1u,7860.0,cib,844,cib,55-64,to_inst,57.65728477,north,direct,1,45.0
104729,2019,cf,female,nopre,type2,p4,l1,nopc,b/c,446500,3.75,1.0504,0.0,360.0,not_neg,not_int,not_lpsm,488000.0,sb,pr,home,1u,5820.0,crif,560,cib,45-54,not_inst,91.49590164,south,direct,0,39.0
88237,2019,cf,male,nopre,type1,p3,l1,nopc,nob/c,386500,3.875,0.1666,6045.06,300.0,not_neg,not_int,not_lpsm,528000.0,sb,pr,home,1u,7140.0,exp,707,cib,45-54,not_inst,73.20075758,north,direct,0,22.0
147459,2019,cf,female,nopre,type1,p1,l1,nopc,nob/c,156500,3.99,0.3858,2555.5550000000003,360.0,not_neg,not_int,not_lpsm,158000.0,sb,pr,home,1u,3960.0,exp,776,cib,35-44,to_inst,99.05063291,north,direct,1,42.0
31342,2019,cf,joint,nopre,type1,p3,l1,nopc,nob/c,226500,3.5,0.7051,4065.63,180.0,not_neg,not_int,not_lpsm,348000.0,sb,pr,home,1u,8400.0,crif,796,exp,45-54,to_inst,65.0862069,north,direct,0,33.0
141673,2019,cf,joint,pre,type1,p1,l1,nopc,nob/c,336500,4.375,0.5125,6730.31,360.0,not_neg,not_int,not_lpsm,358000.0,sb,pr,home,1u,8640.0,cib,685,exp,45-54,to_inst,93.99441341,central,direct,0,37.0
168728,2019,cf,joint,nopre,type1,p1,l1,nopc,nob/c,316500,4.375,0.2593,150.0,360.0,not_neg,not_int,not_lpsm,398000.0,sb,pr,home,1u,5040.0,crif,870,exp,55-64,to_inst,79.52261307,north,direct,0,49.0
143927,2019,cf,female,nopre,type1,p4,l1,nopc,nob/c,386500,3.25,-0.3188,10736.95,360.0,not_neg,not_int,not_lpsm,608000.0,sb,pr,home,1u,4980.0,exp,890,cib,35-44,not_inst,63.56907895,central,direct,0,43.0
146503,2019,cf,male,pre,type3,p3,l1,nopc,nob/c,66500,3.75,0.5076,2668.75,360.0,not_neg,not_int,not_lpsm,98000.0,sb,pr,home,1u,2100.0,cib,805,cib,>74,to_inst,67.85714286,north,direct,0,12.0
47548,2019,cf,male,nopre,type3,p3,l1,nopc,nob/c,146500,2.99,-0.3208,4258.47,360.0,not_neg,not_int,not_lpsm,198000.0,sb,pr,home,1u,1560.0,cib,591,cib,>74,to_inst,73.98989899,south,direct,0,42.0
47654,2019,cf,male,nopre,type1,p4,l1,nopc,nob/c,366500,4.25,-0.1697,305.0,360.0,not_neg,not_int,not_lpsm,428000.0,sb,pr,home,1u,6720.0,crif,870,cib,35-44,not_inst,85.63084112,south,direct,0,36.0
79537,2019,cf,joint,nopre,type1,p3,l1,nopc,nob/c,286500,5.25,1.011,5055.0,360.0,not_neg,not_int,not_lpsm,358000.0,sb,pr,home,1u,6000.0,cib,628,exp,55-64,to_inst,80.02793296,north,direct,0,44.0
69534,2019,cf,joint,nopre,type1,p4,l1,nopc,nob/c,326500,3.99,0.4729,1654.12,360.0,not_neg,not_int,not_lpsm,468000.0,sb,pr,home,1u,3360.0,crif,746,exp,65-74,to_inst,69.76495726,north,direct,0,47.0
163768,2019,ncf,male,nopre,type1,p4,l1,nopc,nob/c,496500,3.75,0.0872,3192.5,360.0,not_neg,not_int,not_lpsm,598000.0,sb,pr,home,1u,9480.0,cib,758,cib,35-44,not_inst,83.02675585,north,direct,0,37.0
127673,2019,cf,joint,nopre,type2,p3,l1,nopc,b/c,566500,3.5,0.3896,0.0,360.0,not_neg,not_int,not_lpsm,708000.0,sb,pr,home,1u,7620.0,exp,795,exp,35-44,not_inst,80.01412429,south,direct,0,52.0
169969,2019,cf,sex not available,nopre,type3,p3,l1,nopc,nob/c,106500,3.99,0.3858,2555.5550000000003,360.0,neg_amm,not_int,not_lpsm,228000.0,sb,pr,home,1u,1620.0,exp,786,cib,>74,to_inst,46.71052632,south,direct,1,55.0
100832,2019,cf,joint,nopre,type1,p4,l1,nopc,nob/c,666500,3.375,0.3286,8837.53,240.0,not_neg,not_int,not_lpsm,958000.0,sb,pr,home,1u,20520.0,exp,759,exp,45-54,not_inst,69.57202505,north,direct,0,13.0
34496,2019,cf,female,nopre,type1,p4,l1,nopc,nob/c,226500,4.375,0.8633,2082.84,324.0,not_neg,not_int,not_lpsm,328000.0,sb,pr,home,1u,3660.0,cib,662,cib,25-34,to_inst,69.05487805,south,direct,0,42.0
166800,2019,ncf,female,pre,type1,p3,l1,nopc,nob/c,456500,4.99,1.0223,1089.22,360.0,not_neg,not_int,not_lpsm,648000.0,sb,ir,home,1u,3240.0,crif,626,cib,65-74,not_inst,70.44753086,north,direct,0,47.0
137915,2019,cf,female,nopre,type1,p1,l2,nopc,nob/c,256500,3.99,0.0548,8226.56,360.0,not_neg,not_int,not_lpsm,338000.0,sb,pr,home,1u,5580.0,cib,845,cib,55-64,to_inst,75.88757396,north,direct,0,41.0
98416,2019,ncf,sex not available,nopre,type1,p3,l1,nopc,nob/c,316500,4.99,1.188,1490.0,360.0,not_neg,not_int,not_lpsm,428000.0,sb,pr,home,1u,5280.0,crif,507,exp,35-44,not_inst,73.94859813,south,direct,0,38.0
140900,2019,ncf,sex not available,nopre,type1,p1,l1,nopc,nob/c,86500,4.875,0.6521,2150.0,324.0,neg_amm,not_int,not_lpsm,108000.0,sb,pr,home,1u,1140.0,crif,567,cib,65-74,to_inst,80.09259259,south,direct,0,52.0
55725,2019,cf,male,nopre,type2,p1,l1,nopc,b/c,256500,3.5,0.8155,6282.25,360.0,not_neg,not_int,not_lpsm,268000.0,sb,pr,home,1u,4260.0,crif,820,cib,25-34,not_inst,95.70895522,north,direct,0,26.0
100964,2019,cf,male,nopre,type2,p4,l1,nopc,b/c,186500,4.75,1.3749,0.0,300.0,not_neg,not_int,not_lpsm,228000.0,sb,pr,home,1u,5820.0,crif,663,exp,25-34,not_inst,81.79824561,north,direct,0,39.0
98235,2019,cf,joint,nopre,type3,p4,l1,nopc,nob/c,466500,3.5,-0.218,0.0,360.0,not_neg,not_int,not_lpsm,478000.0,sb,pr,home,1u,5820.0,cib,730,exp,45-54,to_inst,97.59414226,north,direct,0,39.0
39715,2019,ncf,male,nopre,type1,p3,l1,nopc,nob/c,1076500,3.25,-0.3257,3925.5,360.0,not_neg,not_int,not_lpsm,4508000.0,sb,pr,home,1u,15000.0,crif,704,exp,35-44,to_inst,23.8797693,south,direct,0,42.0
32837,2019,cf,sex not available,nopre,type1,p3,l1,nopc,nob/c,296500,3.75,0.2469,7090.0,360.0,not_neg,not_int,not_lpsm,608000.0,sb,pr,home,1u,4560.0,crif,649,exp,55-64,to_inst,48.76644737,south,direct,0,36.0
170982,2019,cf,sex not available,pre,type1,p4,l1,nopc,nob/c,216500,3.99,0.3858,2555.5550000000003,180.0,not_neg,not_int,not_lpsm,418000.0,sb,pr,home,1u,9540.0,equi,793,exp,65-74,to_inst,75.11160714,south,direct,1,39.0
171396,2019,cf,male,pre,type1,p4,l1,nopc,nob/c,346500,3.625,0.7021,4500.0,180.0,not_neg,not_int,not_lpsm,378000.0,sb,pr,home,1u,15540.0,exp,712,cib,35-44,not_inst,91.66666667,north,direct,0,6.0
161540,2019,cf,joint,nopre,type1,p4,l1,nopc,nob/c,366500,3.625,0.0399,5475.0,360.0,not_neg,not_int,not_lpsm,568000.0,sb,pr,home,1u,12120.0,cib,553,exp,35-44,not_inst,64.52464789,north,direct,0,28.0
43010,2019,cf,male,nopre,type1,p3,l1,nopc,nob/c,166500,4.5,1.0137,3665.0,360.0,not_neg,not_int,not_lpsm,228000.0,sb,pr,home,1u,4380.0,crif,852,cib,55-64,to_inst,73.02631579,north,direct,0,40.0
111638,2019,cf,female,pre,type1,p4,l1,nopc,nob/c,266500,3.75,-0.1084,952.5,360.0,not_neg,not_int,not_lpsm,358000.0,sb,pr,home,1u,4740.0,cib,593,cib,>74,to_inst,74.44134078,north,direct,0,43.0
152537,2019,cf,female,nopre,type1,p4,l1,nopc,nob/c,436500,3.5,0.0193,951.48,360.0,not_neg,int_only,not_lpsm,558000.0,sb,pr,home,1u,8220.0,cib,796,cib,35-44,not_inst,78.22580645,north,direct,0,24.0
142175,2019,cf,joint,nopre,type3,p4,l1,nopc,nob/c,456500,3.25,-0.548,0.0,360.0,neg_amm,not_int,not_lpsm,538000.0,sb,pr,home,1u,5820.0,exp,900,exp,35-44,not_inst,84.85130112,central,direct,0,39.0
53603,2019,cf,joint,nopre,type2,p4,l1,nopc,b/c,666500,3.375,0.8116,2555.5550000000003,360.0,not_neg,not_int,not_lpsm,688000.0,sb,pr,home,1u,5820.0,exp,508,exp,45-54,not_inst,96.875,central,direct,0,39.0
25922,2019,cf,joint,nopre,type3,p1,l1,nopc,nob/c,286500,3.75,-0.1179,0.0,360.0,not_neg,not_int,not_lpsm,288000.0,sb,pr,home,1u,4860.0,crif,765,exp,<25,not_inst,99.47916667,north,direct,0,37.0
97290,2019,cf,joint,nopre,type1,p4,l1,nopc,nob/c,476500,4.5,0.1016,7140.0,360.0,not_neg,not_int,not_lpsm,838000.0,sb,pr,home,1u,9660.0,exp,838,exp,55-64,to_inst,56.86157518,south,direct,0,25.0
162746,2019,cf,sex not available,pre,type1,p3,l1,nopc,nob/c,296500,4.75,0.4009,2555.5550000000003,360.0,not_neg,not_int,not_lpsm,998000.0,sb,pr,home,1u,3720.0,cib,617,cib,45-54,to_inst,29.70941884,south,direct,0,42.0
128236,2019,cf,sex not available,nopre,type1,p3,l1,nopc,nob/c,276500,3.99,0.5792,10187.5,360.0,not_neg,not_int,not_lpsm,578000.0,sb,ir,home,1u,8220.0,cib,816,cib,45-54,to_inst,47.83737024,south,direct,0,39.0
49307,2019,cf,female,nopre,type1,p3,l1,nopc,nob/c,126500,3.99,0.3858,2555.5550000000003,360.0,not_neg,not_int,not_lpsm,418000.0,sb,pr,home,1u,1620.0,equi,621,exp,65-74,to_inst,75.11160714,north,direct,1,39.0
63610,2019,cf,joint,nopre,type1,p4,l1,nopc,nob/c,726500,3.625,-0.0459,1396.1,360.0,not_neg,not_int,not_lpsm,1838000.0,sb,pr,home,1u,16500.0,exp,821,exp,45-54,not_inst,39.52665941,north,direct,0,24.0
120061,2019,cf,male,nopre,type2,p1,l2,nopc,b/c,46500,3.99,0.3858,2555.5550000000003,300.0,neg_amm,not_int,not_lpsm,58000.0,sb,pr,home,1u,2100.0,crif,783,cib,25-34,to_inst,80.17241379,north,direct,1,22.0
56162,2019,cf,female,nopre,type1,p4,l1,nopc,nob/c,226500,3.99,0.3858,2555.5550000000003,180.0,neg_amm,not_int,not_lpsm,418000.0,sb,pr,home,1u,9000.0,equi,536,exp,55-64,not_inst,75.11160714,north,direct,1,39.0
