id,year,loan_limit,gender,approv_in_adv,loan_type,loan_purpose,credit_worthiness,open_credit,business_or_commercial,loan_amount,rate_of_interest,interest_rate_spread,upfront_charges,term,neg_ammortization,interest_only,lump_sum_payment,property_value,construction_type,occupancy_type,total_units,income,credit_type,credit_score,co-applicant_credit_type,age,submission_of_application,ltv,region,status,debt_to_income_ratio,ltv_risk_bucket,credit_score_bucket
159571,2019,conforming loan,sex not available,no pre-approval,home loan,business purpose,high creditworthy,no open credit,personal use,286500,3.99,0.3858,2555.5550000000003,360.0,no,no,no,418000.0,sb,primary residence,1u,4680.0,equifax,663,exp,35-44,not_inst,75.11160714,south,1,39.0,Moderate,Good
51754,2019,non-conforming loan,joint,no pre-approval,home loan,debt consolidation,high creditworthy,no open credit,personal use,576500,3.0,-0.5137,12736.5,360.0,no,no,no,718000.0,sb,primary residence,1u,8880.0,experian,529,exp,35-44,to_inst,80.29247911,north,0,24.0,High,Poor
49897,2019,conforming loan,sex not available,no pre-approval,home loan,business purpose,high creditworthy,no open credit,personal use,246500,4.25,0.7141,6193.84,324.0,no,no,no,318000.0,sb,primary residence,1u,4980.0,experian,624,cib,65-74,to_inst,77.51572327,south,0,39.0,Moderate,Fair
81642,2019,conforming loan,male,no pre-approval,home loan,debt consolidation,high creditworthy,no open credit,personal use,206500,3.99,0.3858,2555.5550000000003,360.0,no,no,yes,418000.0,sb,ir,1u,3660.0,equifax,643,exp,35-44,to_inst,75.11160714,central,1,39.0,Moderate,Fair
76416,2019,conforming loan,female,pre-approved,home loan,business purpose,high creditworthy,no open credit,personal use,326500,4.375,-0.0132,0.0,360.0,no,no,no,428000.0,sb,primary residence,1u,5760.0,cibil,879,cib,45-54,not_inst,76.28504673,south,0,32.0,Moderate,Excellent
96073,2019,non-conforming loan,joint,no pre-approval,home loan,debt consolidation,high creditworthy,no open credit,personal use,126500,4.375,0.5614,3531.0,360.0,no,no,no,188000.0,sb,primary residence,1u,1560.0,crif,704,exp,65-74,to_inst,67.28723404,central,0,36.0,Moderate,Very Good
128938,2019,conforming loan,sex not available,no pre-approval,home loan,home purchase,high creditworthy,no open credit,personal use,166500,4.75,0.8921,818.32,360.0,no,no,no,178000.0,sb,primary residence,1u,3060.0,cibil,853,cib,25-34,to_inst,93.53932584,south,0,38.0,Very High,Excellent
146425,2019,conforming loan,joint,no pre-approval,home loan,debt consolidation,high creditworthy,no open credit,personal use,506500,4.75,0.7184,0.0,240.0,yes,no,no,648000.0,sb,primary residence,1u,10200.0,cibil,882,exp,35-44,not_inst,78.16358025,south,0,20.0,Moderate,Excellent
31163,2019,conforming loan,sex not available,no pre-approval,home loan,business purpose,high creditworthy,no open credit,personal use,206500,3.99,0.3858,2555.5550000000003,180.0,no,no,no,228000.0,sb,primary residence,1u,5280.0,experian,883,cib,45-54,to_inst,90.57017544,south,1,43.0,Very High,Excellent
131110,2019,conforming loan,joint,no pre-approval,home loan,business purpose,high creditworthy,no open credit,personal use,246500,3.625,0.7035,6652.81,240.0,no,no,no,328000.0,sb,primary residence,1u,8940.0,crif,691,exp,55-64,to_inst,75.15243902,north,0,34.0,Moderate,Good
127970,2019,conforming loan,sex not available,no pre-approval,personal loan,business purpose,high creditworthy,no open credit,business use,226500,3.99,0.3858,2555.5550000000003,360.0,no,no,no,418000.0,sb,primary residence,1u,0.0,equifax,525,exp,25-34,not_inst,75.11160714,south,1,39.0,Moderate,Poor
146323,2019,conforming loan,female,no pre-approval,home loan,business purpose,high creditworthy,no open credit,personal use,186500,3.5,0.3013,5198.25,180.0,no,no,no,258000.0,sb,primary residence,1u,4500.0,crif,559,cib,65-74,to_inst,72.28682171,central,0,41.0,Moderate,Poor
135298,2019,conforming loan,sex not available,no pre-approval,home loan,home purchase,high creditworthy,no open credit,personal use,236500,4.375,0.5119,1050.0,360.0,no,no,no,258000.0,sb,primary residence,1u,6240.0,crif,678,cib,35-44,to_inst,91.66666667,south,0,37.0,Very High,Good
130120,2019,conforming loan,joint,no pre-approval,home loan,debt consolidation,high creditworthy,no open credit,personal use,386500,3.625,0.4593,873.59,240.0,no,yes,no,658000.0,sb,primary residence,1u,5580.0,cibil,895,exp,45-54,not_inst,58.73860182,north,0,49.0,Low,Excellent
163440,2019,conforming loan,joint,no pre-approval,home loan,debt consolidation,high creditworthy,no open credit,personal use,456500,3.99,0.283,0.0,360.0,no,no,no,568000.0,sb,primary residence,1u,10740.0,cibil,870,exp,35-44,not_inst,80.36971831,north,0,30.0,High,Excellent
114704,2019,conforming loan,male,pre-approved,home loan,business purpose,high creditworthy,no open credit,personal use,136500,4.375,1.1859,4317.88,360.0,no,no,no,168000.0,sb,primary residence,1u,3960.0,crif,638,cib,45-54,to_inst,81.25,south,0,37.0,High,Fair
51073,2019,conforming loan,male,no pre-approval,commercial loan,home purchase,high creditworthy,no open credit,personal use,246500,3.99,0.3858,2555.5550000000003,360.0,no,no,no,248000.0,sb,primary residence,1u,3780.0,experian,799,cib,25-34,to_inst,99.39516129,north,1,59.0,Very High,Excellent
120826,2019,conforming loan,joint,no pre-approval,home loan,debt consolidation,high creditworthy,no open credit,personal use,126500,3.99,0.3858,2555.5550000000003,360.0,no,no,no,418000.0,sb,primary residence,1u,4440.0,equifax,547,exp,55-64,to_inst,75.11160714,north,1,39.0,Moderate,Poor
115873,2019,conforming loan,female,no pre-approval,home loan,home purchase,high creditworthy,no open credit,personal use,336500,3.625,-0.1176,0.0,360.0,no,no,no,488000.0,sb,primary residence,1u,5520.0,crif,834,exp,25-34,not_inst,68.95491803,south,0,45.0,Moderate,Excellent
68987,2019,conforming loan,male,pre-approved,home loan,home purchase,high creditworthy,no open credit,personal use,416500,3.875,0.254,1283.13,360.0,no,no,no,438000.0,sb,primary residence,1u,15000.0,cibil,743,cib,45-54,to_inst,95.0913242,north,0,19.0,Very High,Very Good
132024,2019,conforming loan,sex not available,no pre-approval,home loan,home improvement,high creditworthy,no open credit,personal use,136500,3.99,0.3858,2555.5550000000003,360.0,yes,no,no,628000.0,sb,primary residence,1u,3780.0,crif,797,cib,65-74,to_inst,21.73566879,south,1,39.0,Low,Excellent
113827,2019,conforming loan,sex not available,pre-approved,home loan,home purchase,high creditworthy,no open credit,personal use,176500,3.99,0.7359,5570.0,360.0,no,no,no,198000.0,sb,secondary residence,1u,19020.0,experian,520,exp,45-54,to_inst,89.14141414,south,0,42.0,High,Poor
79862,2019,conforming loan,male,no pre-approval,home loan,business purpose,high creditworthy,no open credit,personal use,726500,3.5,-0.0842,7735.27,360.0,no,no,no,1008000.0,sb,primary residence,1u,8820.0,cibil,506,cib,45-54,not_inst,72.0734127,north,0,40.0,Moderate,Poor
68951,2019,conforming loan,joint,no pre-approval,home loan,business purpose,high creditworthy,no open credit,personal use,546500,3.5,-0.0965,6762.5,360.0,no,no,no,858000.0,sb,primary residence,1u,7740.0,crif,796,exp,35-44,not_inst,63.69463869,north,0,31.0,Moderate,Excellent
42579,2019,conforming loan,male,no pre-approval,personal loan,home purchase,high creditworthy,no open credit,business use,566500,3.99,1.0645,5510.0,360.0,no,no,no,588000.0,sb,primary residence,1u,9480.0,cibil,598,cib,45-54,to_inst,96.34353741,north,0,56.0,Very High,Poor
115949,2019,conforming loan,sex not available,pre-approved,home loan,debt consolidation,high creditworthy,no open credit,personal use,256500,3.99,0.437,5950.0,360.0,no,no,no,598000.0,sb,primary residence,1u,7440.0,experian,805,exp,55-64,to_inst,42.89297659,south,0,31.0,Low,Excellent
105920,2019,conforming loan,male,no pre-approval,home loan,debt consolidation,high creditworthy,no open credit,personal use,356500,3.75,0.0587,2800.0,360.0,no,no,no,548000.0,sb,primary residence,1u,9300.0,cibil,685,cib,35-44,not_inst,65.05474453,north,0,25.0,Moderate,Good
27134,2019,conforming loan,joint,no pre-approval,home loan,debt consolidation,high creditworthy,no open credit,personal use,276500,3.875,-0.0975,420.0,360.0,no,no,no,498000.0,sb,primary residence,1u,7620.0,crif,744,exp,55-64,not_inst,55.52208835,south,0,20.0,Low,Very Good
135817,2019,conforming loan,male,no pre-approval,home loan,debt consolidation,high creditworthy,no open credit,personal use,486500,3.625,0.0334,11513.75,360.0,no,no,no,728000.0,sb,primary residence,1u,10680.0,cibil,707,cib,65-74,to_inst,66.82692308,north,0,49.0,Moderate,Very Good
95224,2019,conforming loan,male,no pre-approval,home loan,home purchase,high creditworthy,no open credit,personal use,136500,4.125,0.1462,1405.34,180.0,no,no,no,168000.0,sb,primary residence,1u,5880.0,experian,750,cib,55-64,not_inst,81.25,north,0,37.0,High,Excellent
107090,2019,conforming loan,female,no pre-approval,home loan,business purpose,high creditworthy,no open credit,personal use,306500,3.99,0.3398,58.23,360.0,no,no,no,348000.0,sb,primary residence,1u,5640.0,crif,701,cib,55-64,not_inst,88.07471264,central,0,48.0,High,Very Good
69191,2019,conforming loan,sex not available,pre-approved,home loan,business purpose,high creditworthy,no open credit,personal use,276500,3.25,0.2741,1588.66,180.0,no,no,no,378000.0,sb,primary residence,1u,6900.0,experian,552,cib,35-44,to_inst,73.14814815,south,0,26.0,Moderate,Poor
171005,2019,conforming loan,sex not available,no pre-approval,personal loan,debt consolidation,high creditworthy,no open credit,business use,166500,3.99,0.7608,2219.48,360.0,no,no,no,188000.0,sb,primary residence,1u,3720.0,cibil,532,cib,35-44,to_inst,88.56382979,south,0,37.0,High,Poor
77130,2019,conforming loan,female,pre-approved,home loan,business purpose,high creditworthy,no open credit,personal use,326500,3.99,0.4048,1250.0,360.0,no,no,no,358000.0,sb,primary residence,1u,9300.0,experian,535,exp,45-54,to_inst,91.20111732,central,0,39.0,Very High,Poor
125519,2019,non-conforming loan,male,pre-approved,home loan,home purchase,high creditworthy,no open credit,personal use,1006500,4.25,0.589,1420.0,360.0,no,no,no,1588000.0,sb,primary residence,1u,24000.0,crif,698,cib,45-54,not_inst,63.38161209,south,0,37.0,Moderate,Good
155560,2019,conforming loan,sex not available,no pre-approval,home loan,home purchase,high creditworthy,no open credit,personal use,256500,4.375,0.1616,0.0,180.0,no,no,no,488000.0,sb,secondary residence,1u,14100.0,crif,808,exp,55-64,to_inst,52.56147541,south,0,36.0,Low,Excellent
58346,2019,conforming loan,sex not available,no pre-approval,home loan,debt consolidation,high creditworthy,no open credit,personal use,176500,4.375,0.4985,4356.25,360.0,no,no,no,328000.0,sb,primary residence,1u,3480.0,crif,784,cib,45-54,to_inst,53.81097561,south,0,32.0,Low,Excellent
82554,2019,conforming loan,male,no pre-approval,personal loan,debt consolidation,high creditworthy,no open credit,business use,186500,4.99,1.1414,0.0,360.0,no,no,no,228000.0,sb,primary residence,1u,2460.0,crif,894,exp,65-74,to_inst,81.79824561,north,0,42.0,High,Excellent
33120,2019,conforming loan,male,no pre-approval,home loan,business purpose,high creditworthy,no open credit,personal use,306500,3.75,0.2273,2411.06,360.0,no,no,no,528000.0,sb,primary residence,1u,3660.0,cibil,840,cib,45-54,to_inst,58.04924242,north,0,41.0,Low,Excellent
33285,2019,conforming loan,joint,no pre-approval,personal loan,business purpose,high creditworthy,no open credit,business use,266500,3.25,0.5362,0.0,360.0,no,no,no,268000.0,sb,primary residence,1u,5820.0,crif,661,exp,25-34,not_inst,99.44029851,north,0,39.0,Very High,Good
140073,2019,conforming loan,female,no pre-approval,home loan,debt consolidation,high creditworthy,no open credit,personal use,86500,4.125,1.4875,2654.0,240.0,no,no,no,148000.0,sb,primary residence,1u,3420.0,cibil,730,cib,35-44,to_inst,58.44594595,south,0,20.0,Low,Very Good
54128,2019,conforming loan,joint,pre-approved,home loan,business purpose,high creditworthy,no open credit,personal use,446500,3.625,-0.0745,4400.0,360.0,no,no,no,558000.0,sb,primary residence,1u,9360.0,cibil,639,exp,35-44,not_inst,80.01792115,north,0,41.0,High,Fair
26489,2019,conforming loan,male,pre-approved,home loan,home purchase,high creditworthy,no open credit,personal use,186500,4.75,0.3412,2071.5,360.0,no,no,no,198000.0,sb,primary residence,1u,2700.0,experian,745,cib,25-34,to_inst,94.19191919,south,0,39.0,Very High,Very Good
128859,2019,conforming loan,male,no pre-approval,home loan,business purpose,high creditworthy,no open credit,personal use,316500,4.0,-0.2479,3324.06,360.0,no,no,no,438000.0,sb,primary residence,1u,6420.0,crif,699,cib,35-44,not_inst,72.26027397,north,0,35.0,Moderate,Good
172261,2019,conforming loan,male,no pre-approval,home loan,business purpose,high creditworthy,no open credit,personal use,606500,3.99,0.3811,6586.63,360.0,no,no,no,808000.0,sb,primary residence,1u,5940.0,experian,627,cib,65-74,to_inst,75.06188119,south,0,43.0,Moderate,Fair
160710,2019,conforming loan,joint,pre-approved,home loan,home purchase,high creditworthy,no open credit,personal use,536500,4.5,0.4553,295.0,360.0,no,no,no,668000.0,sb,primary residence,1u,9720.0,crif,848,exp,25-34,to_inst,80.31437126,north,0,33.0,High,Excellent
134082,2019,conforming loan,joint,no pre-approval,home loan,business purpose,high creditworthy,no open credit,personal use,286500,4.375,0.2717,2555.5550000000003,360.0,no,no,no,368000.0,sb,primary residence,1u,9780.0,cibil,521,exp,25-34,not_inst,77.85326087,north,0,25.0,Moderate,Poor
33627,2019,conforming loan,male,no pre-approval,commercial loan,debt consolidation,high creditworthy,no open credit,personal use,276500,3.99,0.3858,2555.5550000000003,360.0,no,no,no,308000.0,sb,primary residence,1u,4740.0,crif,534,cib,45-54,to_inst,89.77272727,north,1,47.0,High,Poor
71752,2019,conforming loan,joint,no pre-approval,home loan,business purpose,medium creditworthy,no open credit,personal use,246500,3.99,0.3858,2555.5550000000003,360.0,no,no,no,418000.0,sb,secondary residence,1u,5580.0,equifax,714,exp,65-74,not_inst,75.11160714,north,1,39.0,Moderate,Very Good
169865,2019,conforming loan,joint,no pre-approval,home loan,business purpose,high creditworthy,no open credit,personal use,356500,4.375,-0.113,0.0,360.0,yes,no,no,738000.0,sb,primary residence,1u,5520.0,cibil,545,exp,65-74,not_inst,48.30623306,north,0,37.0,Low,Poor
137006,2019,conforming loan,joint,no pre-approval,home loan,business purpose,high creditworthy,no open credit,personal use,596500,4.375,1.217,0.0,240.0,no,no,no,998000.0,sb,primary residence,1u,9720.0,experian,755,exp,35-44,not_inst,59.76953908,north,0,38.0,Low,Excellent
128885,2019,conforming loan,joint,no pre-approval,commercial loan,business purpose,high creditworthy,no open credit,personal use,326500,3.99,0.3858,2555.5550000000003,360.0,no,no,no,418000.0,sb,primary residence,1u,6600.0,equifax,827,exp,65-74,not_inst,75.11160714,north,1,39.0,Moderate,Excellent
72716,2019,non-conforming loan,sex not available,no pre-approval,commercial loan,business purpose,high creditworthy,no open credit,personal use,936500,3.75,-0.4804,0.0,360.0,no,no,no,1188000.0,sb,primary residence,1u,5820.0,crif,673,cib,35-44,not_inst,78.82996633,south,0,39.0,Moderate,Good
37174,2019,conforming loan,sex not available,pre-approved,home loan,home purchase,high creditworthy,no open credit,personal use,76500,4.25,1.2407,1962.5,180.0,no,no,no,98000.0,sb,secondary residence,1u,4020.0,crif,697,cib,45-54,to_inst,78.06122449,south,0,45.0,Moderate,Good
119946,2019,conforming loan,female,pre-approved,home loan,home purchase,high creditworthy,no open credit,personal use,396500,3.99,0.3858,2555.5550000000003,360.0,no,no,no,498000.0,sb,primary residence,1u,4800.0,cibil,599,cib,35-44,not_inst,79.6184739,north,1,44.0,Moderate,Poor
127196,2019,conforming loan,sex not available,no pre-approval,home loan,business purpose,high creditworthy,no open credit,personal use,456500,3.625,0.1628,6897.95,360.0,no,no,no,508000.0,sb,primary residence,1u,10140.0,crif,590,exp,35-44,to_inst,89.86220472,south,0,23.0,High,Poor
133045,2019,conforming loan,joint,no pre-approval,home loan,business purpose,high creditworthy,no open credit,personal use,466500,3.99,0.3858,2555.5550000000003,360.0,no,no,no,538000.0,sb,primary residence,1u,5460.0,cibil,787,exp,45-54,to_inst,86.71003717,north,1,57.0,High,Excellent
29044,2019,conforming loan,joint,no pre-approval,home loan,debt consolidation,high creditworthy,no open credit,personal use,356500,3.99,0.1451,11348.44,360.0,no,no,no,558000.0,sb,primary residence,1u,4320.0,cibil,604,exp,55-64,to_inst,63.88888889,central,0,37.0,Moderate,Fair
29364,2019,conforming loan,joint,no pre-approval,home loan,home purchase,high creditworthy,no open credit,personal use,356500,4.625,0.6242,1692.34,360.0,no,no,no,378000.0,sb,primary residence,1u,11760.0,cibil,805,exp,35-44,to_inst,94.31216931,north,0,6.0,Very High,Excellent
65508,2019,conforming loan,joint,no pre-approval,home loan,business purpose,high creditworthy,no open credit,personal use,416500,3.5,0.5655,6729.13,180.0,no,no,no,558000.0,sb,primary residence,1u,5280.0,cibil,636,exp,65-74,to_inst,74.64157706,north,0,46.0,Moderate,Fair
77291,2019,conforming loan,male,no pre-approval,personal loan,debt consolidation,high creditworthy,no open credit,business use,176500,3.625,0.5625,1730.0,360.0,no,no,no,248000.0,sb,primary residence,1u,4200.0,cibil,668,cib,55-64,to_inst,71.16935484,north,0,42.0,Moderate,Good
62815,2019,conforming loan,joint,no pre-approval,home loan,business purpose,high creditworthy,no open credit,personal use,586500,4.0,-0.2872,1588.52,360.0,no,no,no,758000.0,sb,primary residence,1u,6300.0,crif,601,exp,35-44,not_inst,77.37467018,north,0,60.0,Moderate,Fair
169296,2019,conforming loan,sex not available,pre-approved,home loan,home purchase,high creditworthy,no open credit,personal use,296500,4.125,0.4675,4000.0,360.0,no,no,no,368000.0,sb,primary residence,1u,5460.0,cibil,851,cib,65-74,to_inst,80.57065217,south,0,27.0,High,Excellent
93949,2019,conforming loan,female,no pre-approval,home loan,business purpose,high creditworthy,no open credit,personal use,526500,4.0,0.2766,3033.27,360.0,no,yes,no,698000.0,sb,primary residence,1u,7200.0,crif,742,cib,35-44,not_inst,75.42979943,north,0,40.0,Moderate,Very Good
111617,2019,conforming loan,female,no pre-approval,home loan,debt consolidation,high creditworthy,no open credit,personal use,486500,3.625,0.2038,15770.0,324.0,no,no,no,668000.0,sb,primary residence,1u,5220.0,crif,665,cib,45-54,to_inst,72.82934132,north,0,41.0,Moderate,Good
98005,2019,conforming loan,sex not available,no pre-approval,home loan,debt consolidation,high creditworthy,no open credit,personal use,326500,3.375,0.5005,8156.25,240.0,no,no,no,438000.0,sb,primary residence,1u,4740.0,cibil,680,exp,45-54,to_inst,74.543379,south,0,43.0,Moderate,Good
87099,2019,non-conforming loan,sex not available,no pre-approval,home loan,business purpose,high creditworthy,no open credit,personal use,636500,3.99,0.3858,2555.5550000000003,360.0,no,no,no,418000.0,sb,primary residence,1u,7860.0,equifax,848,exp,55-64,to_inst,75.11160714,south,1,39.0,Moderate,Excellent
132446,2019,conforming loan,joint,no pre-approval,home loan,business purpose,high creditworthy,no open credit,personal use,226500,3.99,0.3858,2555.5550000000003,180.0,no,no,no,418000.0,sb,primary residence,1u,6780.0,equifax,796,exp,35-44,to_inst,75.11160714,south,1,39.0,Moderate,Excellent
61008,2019,non-conforming loan,male,pre-approved,home loan,business purpose,high creditworthy,no open credit,personal use,256500,4.375,0.3583,1637.15,348.0,no,no,no,328000.0,sb,primary residence,1u,4860.0,experian,634,cib,25-34,to_inst,78.20121951,north,0,37.0,Moderate,Fair
53212,2019,conforming loan,sex not available,no pre-approval,commercial loan,debt consolidation,high creditworthy,no open credit,personal use,126500,3.5,0.0626,2823.33,360.0,no,no,no,148000.0,sb,primary residence,1u,2520.0,cibil,782,cib,55-64,to_inst,85.47297297,south,0,56.0,High,Excellent
37714,2019,conforming loan,joint,no pre-approval,home loan,debt consolidation,high creditworthy,no open credit,personal use,206500,4.125,0.3405,0.0,360.0,no,no,no,508000.0,sb,primary residence,1u,3300.0,cibil,510,exp,65-74,not_inst,40.6496063,north,0,37.0,Low,Poor
116186,2019,conforming loan,male,no pre-approval,commercial loan,business purpose,high creditworthy,no open credit,personal use,106500,3.99,-0.0602,0.0,360.0,no,no,no,118000.0,sb,primary residence,1u,5820.0,experian,700,cib,>74,to_inst,90.25423729,north,0,39.0,Very High,Very Good
97569,2019,conforming loan,sex not available,no pre-approval,home loan,debt consolidation,high creditworthy,no open credit,personal use,336500,3.99,0.3858,2555.5550000000003,360.0,yes,no,no,428000.0,sb,primary residence,1u,5340.0,crif,654,cib,35-44,to_inst,78.62149533,south,1,31.0,Moderate,Good
111755,2019,non-conforming loan,sex not available,no pre-approval,personal loan,debt consolidation,high creditworthy,no open credit,business use,226500,4.375,0.3858,0.0,324.0,yes,no,no,278000.0,sb,primary residence,1u,5820.0,equifax,806,exp,45-54,to_inst,81.47482014,south,1,39.0,High,Excellent
96350,2019,conforming loan,sex not available,no pre-approval,home loan,business purpose,high creditworthy,no open credit,personal use,336500,3.75,0.1525,0.0,360.0,no,no,no,658000.0,sb,primary residence,1u,3720.0,crif,830,cib,55-64,not_inst,51.13981763,south,0,48.0,Low,Excellent
94122,2019,conforming loan,male,no pre-approval,personal loan,debt consolidation,high creditworthy,no open credit,business use,336500,3.5,0.5941,1272.5,360.0,no,no,no,388000.0,sb,primary residence,1u,9540.0,cibil,791,cib,35-44,to_inst,86.72680412,north,0,46.0,High,Excellent
65889,2019,conforming loan,sex not available,pre-approved,home loan,business purpose,high creditworthy,no open credit,personal use,346500,3.75,0.1684,7478.0,360.0,no,no,no,498000.0,sb,primary residence,1u,6900.0,crif,691,cib,55-64,to_inst,69.57831325,south,0,36.0,Moderate,Good
104907,2019,conforming loan,joint,no pre-approval,home loan,business purpose,high creditworthy,no open credit,personal use,606500,3.625,0.1371,0.0,360.0,no,no,no,688000.0,sb,primary residence,1u,16320.0,crif,641,exp,25-34,not_inst,88.15406977,south,0,23.0,High,Fair
156635,2019,conforming loan,sex not available,no pre-approval,home loan,debt consolidation,high creditworthy,no open credit,personal use,106500,4.5,1.0894,2413.29,360.0,no,no,no,178000.0,sb,primary residence,1u,1680.0,crif,570,cib,65-74,to_inst,59.83146067,south,0,46.0,Low,Poor
93189,2019,conforming loan,joint,no pre-approval,home loan,business purpose,high creditworthy,no open credit,personal use,516500,3.99,0.256,1495.0,360.0,no,no,no,708000.0,sb,primary residence,1u,11700.0,crif,711,exp,55-64,not_inst,72.9519774,north,0,36.0,Moderate,Very Good
108645,2019,conforming loan,joint,no pre-approval,home loan,debt consolidation,high creditworthy,no open credit,personal use,286500,4.75,0.3327,1150.0,360.0,no,no,no,508000.0,sb,primary residence,1u,5460.0,crif,654,exp,35-44,to_inst,56.3976378,north,0,30.0,Low,Good
138998,2019,conforming loan,sex not available,no pre-approval,home loan,debt consolidation,high creditworthy,no open credit,personal use,436500,4.875,0.624,8170.0,360.0,no,no,no,638000.0,sb,primary residence,1u,4080.0,experian,631,cib,45-54,to_inst,68.4169279,south,0,58.0,Moderate,Fair
60837,2019,conforming loan,male,no pre-approval,home loan,debt consolidation,high creditworthy,no open credit,personal use,226500,4.25,0.7077,1250.0,360.0,no,yes,no,288000.0,sb,primary residence,1u,4740.0,cibil,792,cib,45-54,to_inst,78.64583333,south,0,45.0,Moderate,Excellent
158353,2019,conforming loan,male,no pre-approval,commercial loan,business purpose,high creditworthy,no open credit,personal use,246500,3.0,-0.7,1296.25,360.0,no,no,no,248000.0,sb,primary residence,1u,5820.0,experian,514,cib,25-34,not_inst,99.39516129,north,0,39.0,Very High,Poor
112440,2019,conforming loan,joint,no pre-approval,home loan,home purchase,high creditworthy,no open credit,personal use,226500,4.625,0.2652,382.6,360.0,yes,no,no,278000.0,sb,primary residence,1u,3120.0,cibil,663,exp,45-54,not_inst,81.47482014,south,0,48.0,High,Good
61658,2019,conforming loan,sex not available,no pre-approval,commercial loan,debt consolidation,high creditworthy,no open credit,personal use,176500,4.25,0.237,1750.0,360.0,no,no,no,228000.0,sb,primary residence,1u,3180.0,experian,643,exp,65-74,to_inst,77.4122807,south,0,32.0,Moderate,Fair
127575,2019,conforming loan,sex not available,pre-approved,commercial loan,home purchase,high creditworthy,no open credit,personal use,156500,3.625,0.016,1551.91,360.0,no,no,no,158000.0,sb,primary residence,1u,2820.0,crif,845,exp,65-74,to_inst,99.05063291,south,0,36.0,Very High,Excellent
106859,2019,conforming loan,joint,pre-approved,personal loan,home purchase,high creditworthy,no open credit,business use,346500,3.75,1.1404,6023.01,360.0,no,yes,no,358000.0,sb,primary residence,1u,6960.0,experian,509,exp,35-44,to_inst,96.7877095,central,0,47.0,Very High,Poor
101801,2019,conforming loan,male,no pre-approval,home loan,business purpose,high creditworthy,no open credit,personal use,226500,3.5,-0.0504,3990.0,360.0,no,no,no,358000.0,sb,primary residence,1u,4440.0,cibil,713,cib,55-64,not_inst,63.26815642,north,0,41.0,Moderate,Very Good
132453,2019,conforming loan,male,no pre-approval,home loan,home purchase,high creditworthy,no open credit,personal use,206500,4.0,0.2731,0.0,360.0,no,no,no,308000.0,sb,primary residence,1u,12540.0,crif,686,cib,55-64,not_inst,67.04545455,north,0,38.0,Moderate,Good
114040,2019,conforming loan,sex not available,no pre-approval,home loan,debt consolidation,high creditworthy,no open credit,personal use,256500,3.875,0.4529,4829.1,360.0,no,no,no,448000.0,sb,primary residence,1u,2520.0,crif,759,cib,55-64,to_inst,57.25446429,south,0,44.0,Low,Excellent
69255,2019,conforming loan,sex not available,no pre-approval,commercial loan,debt consolidation,medium creditworthy,no open credit,personal use,216500,3.625,-0.0694,6795.23,360.0,no,no,no,228000.0,sb,primary residence,1u,5340.0,cibil,890,cib,35-44,to_inst,94.95614035,south,0,41.0,Very High,Excellent
76221,2019,conforming loan,male,no pre-approval,home loan,debt consolidation,high creditworthy,no open credit,personal use,146500,3.99,0.3858,2555.5550000000003,360.0,no,no,no,288000.0,sb,primary residence,1u,4500.0,crif,565,cib,45-54,not_inst,50.86805556,south,1,37.0,Low,Poor
80248,2019,conforming loan,male,no pre-approval,commercial loan,debt consolidation,high creditworthy,no open credit,personal use,406500,2.75,-0.6539,3217.83,360.0,no,no,no,588000.0,sb,primary residence,1u,3360.0,crif,832,cib,55-64,not_inst,69.13265306,north,0,49.0,Moderate,Excellent
36877,2019,conforming loan,sex not available,no pre-approval,home loan,business purpose,high creditworthy,no open credit,personal use,396500,3.99,0.1194,12245.0,360.0,no,no,no,1008000.0,sb,primary residence,1u,5700.0,experian,641,exp,>74,to_inst,39.33531746,south,0,41.0,Low,Fair
94758,2019,conforming loan,joint,pre-approved,home loan,home purchase,high creditworthy,no open credit,personal use,726500,3.75,0.0392,998.96,360.0,no,no,no,908000.0,sb,primary residence,1u,9840.0,crif,719,exp,25-34,not_inst,80.01101322,central,0,34.0,High,Very Good
167167,2019,conforming loan,joint,no pre-approval,home loan,debt consolidation,high creditworthy,no open credit,personal use,546500,4.375,0.9324,11105.04,360.0,no,no,no,688000.0,sb,primary residence,1u,14160.0,crif,839,exp,55-64,not_inst,79.43313953,central,0,20.0,Moderate,Excellent
46484,2019,conforming loan,male,no pre-approval,home loan,debt consolidation,high creditworthy,no open credit,personal use,306500,3.99,0.3858,2555.5550000000003,360.0,no,no,no,418000.0,sb,primary residence,1u,3000.0,equifax,671,exp,65-74,to_inst,75.11160714,south,1,39.0,Moderate,Good
55527,2019,conforming loan,sex not available,no pre-approval,home loan,business purpose,high creditworthy,no open credit,personal use,206500,3.875,0.3935,6452.83,360.0,no,no,no,258000.0,sb,primary residence,1u,3540.0,experian,700,cib,25-34,to_inst,80.03875969,south,0,48.0,High,Very Good
68132,2019,conforming loan,joint,pre-approved,home loan,debt consolidation,high creditworthy,no open credit,personal use,396500,4.99,0.6849,5070.0,360.0,no,no,no,498000.0,sb,primary residence,1u,10440.0,crif,661,exp,45-54,to_inst,79.6184739,north,0,35.0,Moderate,Good
66694,2019,conforming loan,sex not available,no pre-approval,commercial loan,business purpose,high creditworthy,no open credit,personal use,506500,3.375,-0.3882,573.64,360.0,no,no,no,508000.0,sb,primary residence,1u,5820.0,experian,803,exp,35-44,to_inst,99.70472441,south,0,39.0,Very High,Excellent
